id_rank,CREDIT_FLAG,PROVINCE,SEX,AGE,occupation,mobile_fixed_days,adr_stability_days,consume_steady_byxs_1y,use_mobile_2_cnt_1y,activity_area_stability,last_1y_total_active_biz_cnt,have_car_flag,have_fang_flag,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,avg_puc_sdm_last_1y,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,positive_biz_cnt_1y,ovd_order_cnt_1m,ovd_order_amt_1m,ovd_order_cnt_3m,ovd_order_amt_3m,ovd_order_cnt_6m,ovd_order_amt_6m,ovd_order_cnt_12m,ovd_order_amt_12m,ovd_order_c0t_3m_m1_status,ovd_order_c0t_6m_m1_status,ovd_order_c0t_12m_m1_status,ovd_order_c0t_12m_m3_status,ovd_order_c0t_12m_m6_status,ovd_order_c0t_21_m3_status,ovd_order_c0t_21_m6_status,ovd_order_c0t_51_m3_status,ovd_order_c0t_51_m6_status,relevant_stability,sns_pii
3927,1,4,0,3,0,9,8,7,1,3,7,1,1,10,11,11,10,7,9,10,5,6,5,1,10,6,8,1,1,1,4,3,3,3,9,8,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
23801,0,5,0,1,0,9,2,7,3,6,8,1,0,6,7,7,5,7,8,8,6,7,9,1,7,5,5,4,4,4,3,3,3,2,6,5,5,2,1,1,3,9,4,10,4,11,0,1,1,1,0,1,0,1,0,6,5
25472,0,5,0,2,0,5,4,5,2,3,4,1,1,3,2,2,2,3,4,5,5,7,8,1,3,9,7,1,2,2,1,1,1,1,1,1,1,1,2,3,3,4,3,4,3,4,1,1,1,0,0,0,0,0,0,3,2
25586,0,4,0,1,0,10,5,8,1,3,8,1,1,4,5,2,4,5,6,6,8,9,8,1,8,8,8,1,3,3,1,2,2,2,2,3,7,1,3,4,4,6,5,7,5,7,1,1,1,0,0,0,0,0,0,4,4
5510,1,0,0,1,0,9,8,5,2,5,7,1,1,8,8,9,7,5,5,6,5,6,7,3,3,3,3,1,1,2,3,3,2,2,7,7,10,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
8989,1,0,0,3,5,10,10,6,1,6,8,1,1,5,5,4,4,5,6,9,9,10,12,3,8,4,7,1,1,1,4,5,4,4,10,8,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
9385,1,0,0,1,0,4,3,10,1,4,5,0,0,7,7,6,2,2,3,2,3,2,3,1,5,1,1,2,2,2,1,6,4,4,2,2,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2
11418,1,0,0,2,0,5,5,4,1,4,10,1,1,6,7,8,8,9,9,8,11,11,6,1,9,4,6,1,1,1,10,10,10,10,10,9,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,9
12564,1,0,0,3,2,7,7,4,1,2,7,1,1,9,10,10,10,2,3,3,4,4,5,1,9,3,2,1,2,2,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1
13756,1,0,1,1,0,7,5,7,2,4,9,1,1,3,2,3,3,4,2,3,6,3,5,1,7,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8
14838,1,0,1,2,0,7,2,8,2,6,5,0,0,2,3,3,3,2,2,3,3,2,4,1,8,5,7,1,1,2,4,3,3,4,10,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3
231,1,0,0,2,5,6,4,10,1,3,6,0,1,10,8,5,10,3,4,5,5,6,6,3,6,5,8,3,3,3,2,8,6,5,10,9,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
20779,0,0,0,1,2,6,2,9,1,2,9,1,0,9,9,9,10,13,15,15,15,15,15,1,7,5,5,1,3,4,2,4,4,3,6,4,4,1,2,4,3,7,3,7,3,7,1,1,1,0,0,0,0,0,0,4,6
21057,0,6,0,1,0,7,2,5,1,2,10,1,0,4,4,4,3,8,9,9,8,7,6,2,4,10,8,4,4,5,9,7,6,6,10,6,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,8
1364,1,1,1,2,2,5,4,2,1,2,5,1,1,2,3,4,2,4,5,5,4,3,4,3,7,5,7,1,2,2,1,1,1,2,2,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
1614,1,1,1,3,2,7,5,8,1,3,2,1,0,1,1,1,2,2,2,3,3,3,5,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
2030,1,1,1,1,4,7,4,8,1,7,8,0,0,9,10,11,9,6,7,4,5,4,6,1,9,5,5,1,1,1,2,2,2,2,3,3,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,9
22329,0,6,0,4,0,3,1,1,3,1,3,0,1,1,1,1,1,4,5,3,5,7,5,1,3,2,6,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
2979,1,6,0,1,0,8,1,1,1,1,2,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
6972,1,0,1,1,3,10,8,10,1,3,9,1,0,11,9,9,14,5,5,2,3,2,3,1,10,4,4,1,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
12223,1,0,0,1,1,4,3,7,2,5,7,0,0,9,9,9,9,6,6,6,5,4,4,1,7,6,6,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
13291,1,0,0,2,0,10,10,7,1,5,10,0,1,6,7,8,5,7,7,7,10,10,8,1,8,3,4,2,3,3,5,5,6,4,6,6,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
13666,1,0,0,2,7,10,4,8,1,3,10,1,0,7,3,4,9,10,9,8,4,5,3,1,10,5,7,2,3,3,3,3,4,4,10,10,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,4,9
15377,1,0,1,1,0,8,8,4,1,5,7,1,1,4,4,4,5,4,5,5,7,7,6,5,6,7,8,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,6
16081,1,0,0,2,1,4,5,4,2,2,7,1,1,6,4,4,8,3,3,4,5,5,6,1,9,6,8,1,1,1,1,1,8,9,7,9,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,7
16496,1,0,1,1,0,9,6,4,1,3,6,0,0,2,3,2,2,4,4,5,7,7,8,3,6,9,8,2,2,2,3,3,3,4,10,9,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,4
16508,1,0,0,1,0,3,2,9,2,5,10,0,0,5,4,4,4,6,5,7,5,4,5,1,2,10,8,2,4,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,6
17629,1,0,0,2,0,7,6,9,1,3,8,0,1,2,2,2,4,2,2,2,3,2,4,1,4,5,5,1,1,2,1,3,2,3,6,6,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,6
20679,0,0,0,2,0,3,1,7,2,1,3,0,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1
19366,1,0,0,2,0,6,2,10,1,4,7,1,1,15,15,15,8,10,14,15,3,3,2,1,5,1,1,1,2,3,3,5,4,3,6,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1
270,1,0,0,1,0,9,2,1,2,2,3,0,0,2,2,1,2,2,2,1,2,2,1,1,5,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
21621,0,1,0,2,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1744,1,1,0,1,1,2,3,9,2,7,4,1,0,2,3,2,3,3,4,5,5,7,8,4,9,3,4,2,2,2,1,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
2039,1,1,1,2,0,6,4,4,1,2,6,0,1,10,9,9,10,7,8,8,8,9,5,1,10,4,6,1,1,1,5,8,9,7,10,7,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
25011,0,6,1,3,5,3,2,5,1,2,4,0,1,10,9,9,10,2,2,2,3,3,4,1,10,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2
25530,0,5,0,1,5,4,3,10,2,4,8,0,0,6,6,6,7,5,4,4,5,6,7,1,4,10,7,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
6455,1,0,1,1,0,8,5,4,1,2,3,1,0,2,2,2,2,2,2,3,3,3,4,1,5,3,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
9844,1,0,1,1,5,9,7,8,1,3,5,1,0,12,12,12,11,4,4,3,4,3,4,1,7,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
10288,1,0,0,1,2,5,8,10,1,9,8,1,0,5,4,4,7,10,13,5,5,6,8,2,6,7,8,1,1,1,1,3,3,4,9,7,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,8
12210,1,0,1,1,1,4,5,6,1,6,6,0,0,9,9,9,9,4,4,4,6,7,7,1,6,5,7,1,1,1,1,1,2,2,5,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
12233,1,0,1,2,3,7,8,8,1,3,8,1,1,15,15,15,14,6,7,5,8,7,8,5,7,2,2,1,2,2,1,6,4,4,5,8,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
18767,1,0,0,1,0,9,7,6,2,5,8,0,1,12,13,13,10,10,10,9,8,9,8,1,9,8,8,1,1,3,3,3,4,4,10,9,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,6
20353,1,0,0,2,0,3,1,10,1,1,7,0,0,4,4,5,6,8,3,2,3,4,1,2,5,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,8
20770,0,0,0,3,0,2,1,1,2,1,3,0,0,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1
22169,0,3,1,2,0,8,6,8,2,2,8,0,1,3,3,2,4,9,8,7,3,2,2,1,3,4,3,3,4,4,1,1,1,2,3,4,5,1,2,2,2,2,4,6,5,10,1,1,1,1,0,1,0,1,0,7,5
23517,0,4,0,1,0,2,3,9,2,2,9,0,0,6,6,6,5,10,12,10,10,10,9,1,7,9,8,3,4,5,4,4,4,4,10,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8
4011,1,5,0,1,0,10,4,5,1,5,10,0,0,9,9,9,9,6,7,9,6,5,5,3,9,5,6,1,1,1,1,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
23952,0,4,0,2,0,6,2,7,1,4,8,0,1,2,2,1,2,3,4,6,4,4,6,1,2,9,6,3,3,3,1,2,3,4,7,7,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
24386,0,4,0,1,0,10,8,2,2,3,8,1,1,5,6,5,5,11,12,10,6,6,4,6,10,9,9,2,3,4,5,4,4,4,7,6,4,1,1,1,2,10,2,10,2,10,1,1,1,1,0,1,0,1,0,8,9
24995,0,6,0,4,0,3,2,7,1,2,5,0,1,3,2,2,3,2,3,2,2,2,2,1,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
6370,1,0,0,2,1,10,10,7,1,4,5,1,1,2,2,1,5,4,6,6,8,9,9,1,9,4,5,1,1,2,5,4,4,4,6,6,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3
8349,1,0,0,2,0,8,6,3,2,2,4,1,1,1,1,1,2,3,4,4,5,7,6,1,4,8,7,1,1,2,3,2,2,2,10,10,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2
10369,1,0,0,3,0,10,9,9,2,2,4,1,1,3,1,1,3,7,7,8,3,3,4,1,10,7,7,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
11841,1,0,0,2,0,9,10,9,1,2,4,1,1,11,10,10,11,6,6,7,8,9,10,1,4,5,6,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,7
14299,1,0,0,1,0,9,3,6,2,2,8,0,0,4,4,4,5,7,6,6,3,3,4,1,2,9,6,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3
20654,0,0,0,1,0,5,4,8,2,2,6,0,0,3,4,5,3,3,4,3,2,1,1,1,7,1,1,1,2,3,3,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
17803,1,0,1,1,0,1,3,7,2,2,4,0,0,4,4,4,4,1,1,1,1,1,1,1,9,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
17838,1,0,0,2,7,10,8,7,1,4,5,0,1,2,2,2,3,3,4,3,4,6,5,1,10,4,5,1,1,2,2,2,2,3,7,10,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4
18611,1,0,0,2,0,2,4,8,3,3,5,1,1,3,3,3,2,5,7,8,2,3,4,1,9,5,4,2,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2,3
19990,1,0,0,1,1,9,8,5,1,4,5,1,0,6,7,2,5,9,9,8,6,8,8,1,10,3,5,1,1,1,8,7,6,5,8,9,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
641,1,5,1,1,0,9,7,3,2,5,8,0,0,2,3,3,2,3,3,5,5,5,6,1,2,9,5,3,3,3,1,3,2,2,4,4,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,4
1634,1,1,1,1,1,6,4,5,2,6,10,1,1,7,7,5,8,6,6,6,6,7,6,3,3,8,7,1,1,1,4,4,4,3,7,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,8
3749,1,4,0,2,1,10,3,10,1,6,9,1,1,15,15,15,13,9,10,9,8,6,7,3,3,7,8,2,2,2,6,6,7,6,7,6,7,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,8
4336,1,4,0,1,1,6,3,6,2,7,10,0,0,3,4,4,4,7,8,8,9,10,10,1,3,7,6,1,1,3,4,3,3,3,6,5,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,9
24148,0,4,0,2,0,10,8,4,1,2,9,1,1,3,3,2,2,2,2,2,2,2,2,1,2,8,5,3,3,3,2,2,2,2,1,8,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
24325,0,4,1,1,0,9,7,7,2,2,8,0,0,4,2,2,5,9,9,9,8,6,5,1,6,9,8,3,4,4,1,2,3,4,8,6,9,1,2,2,3,3,4,10,6,14,1,1,1,0,0,0,0,0,0,4,8
5653,1,0,0,2,1,5,10,5,1,6,8,1,1,4,4,3,3,9,9,9,12,11,11,1,5,7,9,1,1,1,4,3,4,4,6,5,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
6731,1,0,0,2,0,10,10,8,1,2,3,0,1,2,2,1,2,2,2,2,4,2,3,1,6,2,2,1,1,2,1,1,1,2,2,3,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
7345,1,0,0,2,0,2,2,6,1,2,4,0,1,8,8,8,1,2,2,4,3,4,6,2,10,2,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
9408,1,0,0,1,5,2,4,4,3,5,10,1,0,6,5,6,7,9,10,11,9,8,10,1,2,9,6,1,2,2,1,1,1,1,1,2,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,8
11143,1,0,0,2,3,5,2,2,2,3,7,0,0,3,3,3,3,3,4,6,3,2,4,1,7,8,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
13252,1,0,0,1,3,1,2,4,1,2,7,0,0,4,4,5,5,7,8,7,2,2,3,3,5,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
14319,1,0,0,2,0,7,4,6,1,3,3,1,1,3,3,2,4,5,5,4,6,8,5,1,5,10,9,1,3,3,1,1,1,2,4,6,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
17706,1,0,0,1,0,4,6,7,2,8,10,0,0,15,15,15,13,15,15,14,8,8,8,2,9,5,5,1,1,1,5,4,3,3,5,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,9
17857,1,0,1,2,0,10,10,6,2,2,5,1,1,2,2,2,4,2,2,2,4,3,3,1,2,1,1,1,1,2,1,2,2,2,2,6,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1
19174,1,0,0,1,0,7,4,5,2,10,6,0,0,6,6,5,5,6,6,6,8,6,9,1,8,6,6,1,1,1,1,2,2,3,5,6,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,5
19509,1,0,0,2,1,10,2,7,1,3,6,0,1,2,2,2,3,2,2,2,2,2,2,1,9,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
651,1,5,0,2,3,8,8,5,2,3,7,0,1,2,2,2,2,4,5,6,8,9,9,3,6,6,6,1,1,2,4,4,4,4,7,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
897,1,1,1,3,0,4,3,8,2,5,7,1,1,7,7,8,8,6,6,8,9,7,8,1,9,1,1,1,1,1,1,1,1,2,2,2,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
2188,1,1,0,2,0,8,10,8,1,2,5,1,1,5,6,2,5,2,2,2,3,2,2,1,6,1,1,1,1,1,4,3,3,3,6,6,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4
2846,1,3,0,1,2,5,2,9,1,3,5,0,0,3,3,2,3,2,3,4,4,5,6,1,6,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
3472,1,4,0,2,5,3,7,9,3,4,10,1,1,9,9,10,9,9,10,10,11,10,10,3,5,5,4,1,1,2,8,6,4,4,4,3,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,9
24260,0,4,0,0,0,4,3,6,1,3,5,0,0,1,1,1,2,2,2,2,2,3,3,1,9,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2
6394,1,0,0,2,1,2,4,9,2,3,6,0,1,2,1,1,3,2,3,4,4,5,7,1,7,3,3,1,2,2,3,2,2,2,3,9,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,3
11430,1,0,0,2,1,10,7,10,2,3,6,1,1,6,3,1,6,4,5,4,7,9,6,4,7,1,1,1,1,2,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
11934,1,0,1,2,0,10,7,8,1,3,5,1,1,12,13,13,10,5,5,7,6,5,8,3,7,3,4,1,1,2,1,2,2,2,5,9,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
12394,1,0,1,1,0,4,7,3,2,4,5,0,1,5,5,6,5,2,3,4,5,5,6,1,3,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
12926,1,0,0,2,0,10,8,9,1,2,5,1,1,3,3,3,2,2,2,3,3,3,4,1,4,4,3,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
13161,1,0,0,1,0,7,2,5,1,3,5,0,0,5,5,5,5,6,5,3,7,8,5,2,10,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2
14913,1,0,1,1,1,4,7,7,1,3,7,1,0,3,3,3,3,4,5,7,5,5,7,1,4,10,7,2,3,3,4,3,3,3,7,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7
15628,1,0,0,2,1,4,10,5,2,3,4,1,1,3,3,4,4,9,10,10,7,9,9,1,8,1,1,2,2,2,1,1,3,3,4,4,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
18289,1,0,1,2,2,6,4,2,2,3,10,1,0,10,11,10,10,13,14,11,6,8,9,1,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
19449,1,0,0,2,0,5,2,6,2,2,8,0,1,5,3,3,4,9,10,10,3,4,7,1,9,3,4,1,3,3,5,5,6,5,6,6,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,7
467,1,6,0,3,0,3,2,7,4,2,8,0,1,3,3,4,4,3,3,4,5,5,7,1,7,6,6,2,3,3,1,2,2,2,1,2,3,1,2,3,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,9,5
21062,0,6,0,2,3,3,2,10,1,3,2,0,0,1,1,1,1,3,4,4,6,8,6,1,5,3,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
21403,0,4,1,1,0,4,10,6,1,2,7,0,0,3,4,5,3,7,5,6,3,2,3,1,2,6,5,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
2353,1,1,0,1,1,2,2,9,2,5,10,0,0,5,6,7,5,7,8,9,7,9,8,1,8,10,10,2,3,3,3,3,2,2,4,6,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7
22399,0,6,0,2,0,2,2,7,1,2,8,0,1,7,7,7,7,4,3,2,3,3,3,5,3,6,8,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
22712,0,4,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
24122,0,4,0,2,3,7,3,9,3,3,8,1,1,5,5,5,2,9,9,13,7,6,5,1,7,8,8,2,3,3,8,5,4,3,9,7,3,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,5,5
5696,1,0,0,1,0,3,5,6,2,3,8,0,0,2,2,1,2,6,5,7,7,7,9,1,9,6,8,1,1,3,1,3,3,2,2,2,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
5976,1,0,0,3,0,10,10,7,1,2,4,0,1,7,7,7,7,3,4,6,5,7,9,1,3,4,4,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
11553,1,0,0,1,0,4,3,8,1,3,4,1,1,2,2,2,7,2,2,3,3,2,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
12523,1,0,0,2,1,5,3,8,1,10,10,1,1,9,8,9,12,14,15,15,11,12,13,3,4,10,10,1,1,1,10,9,7,5,7,7,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
13367,1,0,0,1,0,4,2,6,2,3,7,0,0,3,2,3,2,3,3,5,4,4,4,1,6,8,8,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
18088,1,0,1,2,0,4,6,6,1,2,8,1,1,5,5,5,4,2,2,3,3,3,5,1,2,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
18927,1,0,0,2,1,10,8,6,2,4,10,0,1,10,5,2,11,9,6,8,5,4,2,3,10,4,4,1,1,1,3,7,10,10,10,10,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,8
2419,1,4,0,1,8,6,4,6,1,3,8,0,0,9,10,10,9,5,6,6,6,7,9,1,3,3,4,1,2,2,3,2,3,3,9,9,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
2954,1,6,0,1,4,2,2,7,4,5,6,0,0,3,3,3,3,3,3,5,4,5,7,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
23256,0,4,0,2,0,2,1,1,2,1,4,0,1,2,3,4,2,2,2,5,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
23330,0,4,0,1,5,4,2,8,1,5,7,0,0,2,2,1,2,4,5,6,5,6,5,2,3,9,7,1,3,3,9,6,5,4,6,4,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
23492,0,4,1,1,0,2,2,1,1,2,3,0,0,1,1,1,1,2,1,1,2,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
4093,1,5,1,2,2,6,4,9,2,2,4,0,1,1,1,1,2,2,2,1,2,2,1,3,9,8,8,1,1,1,1,1,1,3,2,2,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4
