用户ID,信用评分
17033,98.74
17900,95.88
19414,99.57
21984,24.54
23113,6.28
3657,71.82
23625,9.76
23938,21.86
23964,32.93
25058,11.92
5729,99.53
6918,99.88
8539,98.88
11159,98.91
11466,64.98
11566,97.82
11640,98.65
11775,99.52
11933,99.54
20566,90.91
14501,99.63
18254,97.85
19783,99.82
271,95.14
20880,13.71
1230,30.86
2455,70.78
2500,81.07
2767,89.99
22567,26.83
24447,23.76
6234,99.52
6804,99.9
8885,99.45
10326,98.27
10498,99.78
16409,97.3
17547,99.65
20116,99.89
20983,21.26
442,52.94
955,87.03
1359,90.57
1878,97.0
21895,34.37
22381,19.58
3021,98.09
3110,58.89
3112,94.29
3209,95.61
23395,55.7
23506,32.5
4326,71.44
4593,49.17
7468,99.61
8439,99.31
10764,98.87
13476,99.47
14083,99.58
15954,99.86
18062,99.53
18166,97.81
18977,99.47
1062,63.38
2105,38.08
22076,27.24
3580,84.31
23296,47.55
4092,72.61
23780,8.09
23840,8.09
23910,9.59
4374,65.37
24187,36.51
4723,64.94
9153,99.91
11186,99.73
11985,99.72
12624,99.84
12931,97.82
14570,99.02
15603,99.88
15753,99.92
16800,99.89
19838,84.73
20065,99.66
20856,9.22
1874,92.35
2579,22.52
22444,32.12
23044,24.88
23227,21.2
24006,7.35
24229,47.01
4635,91.62
24803,15.17
25422,9.98
7612,99.79
20510,83.28
11822,99.56
12014,99.57
14868,99.59
15937,99.39
16084,98.62
16208,99.22
17261,99.92
18621,97.42
20964,36.38
20979,27.76
21287,26.75
21390,43.27
2251,97.37
2890,97.66
3520,62.88
24527,27.69
25252,29.8
25436,68.17
5336,33.79
6998,99.67
7755,99.03
9143,98.75
10215,96.78
10714,99.33
11220,99.02
12125,99.33
12847,98.46
12913,97.29
13380,99.5
14619,99.14
15166,97.94
19811,98.56
604,83.46
1308,78.94
2038,66.52
2310,99.06
2815,50.03
22753,5.49
23681,67.4
23879,5.44
4736,45.32
6053,99.48
8382,99.09
11299,99.81
11598,98.8
14271,99.44
15557,99.49
16050,99.27
16251,72.57
16835,99.4
19535,99.87
21176,6.23
899,77.03
1069,98.28
1655,87.12
2396,98.56
3251,9.71
3697,96.16
23571,50.4
6219,99.69
8922,99.73
20458,59.54
9249,95.59
10841,99.57
11947,99.35
13100,99.55
13786,99.76
13928,99.83
15169,99.15
18938,99.95
19665,99.52
273,28.79
21093,12.4
21825,16.34
23228,7.27
3741,83.16
23725,64.46
4073,69.39
4112,95.26
4658,66.82
9122,99.87
9691,99.82
14310,99.29
16298,91.29
16984,99.58
17576,76.07
20728,15.09
20237,95.95
20825,11.31
20994,26.05
21109,10.35
21351,5.77
21383,16.96
21496,22.34
2538,42.04
22196,25.23
2932,91.0
23548,5.35
4661,93.68
5902,99.65
10718,99.81
12527,99.15
13046,99.28
14346,98.43
15321,99.41
15583,99.4
15977,97.4
16267,99.43
18425,99.3
20713,9.15
2113,90.37
21904,5.61
2872,77.3
23125,56.03
23957,8.08
24232,6.23
24621,19.33
24816,27.49
14,97.56
6746,98.96
7433,99.6
9061,99.48
20522,61.68
11409,99.42
12784,99.9
15602,98.36
16422,99.88
16651,43.6
18787,99.28
20307,96.31
21107,23.85
1263,86.83
2428,87.88
2646,63.26
3552,50.72
23565,7.59
24646,12.07
25295,11.19
5152,89.08
6934,98.65
7615,99.03
7814,98.59
8523,99.79
12743,99.72
13679,98.12
17000,99.87
17357,97.59
17833,99.67
18303,98.16
403,25.94
858,90.6
21739,84.73
21854,62.9
23763,19.85
4557,88.82
24450,10.19
4847,86.71
24857,5.49
5201,94.51
5216,40.2
8857,99.66
12002,99.38
12793,99.7
16023,98.67
18037,99.0
19439,98.84
322,98.23
667,81.6
1751,94.78
21926,25.44
2784,89.54
22680,12.28
3115,98.05
3802,55.97
23971,18.64
24366,38.58
24699,40.33
25428,12.58
25595,17.21
7527,98.88
10222,97.11
10682,99.48
10691,94.37
11064,99.79
12219,99.37
12375,99.66
12734,98.04
12996,95.37
13710,98.74
14665,99.31
16439,99.74
303,71.33
1367,95.47
2135,90.13
23118,23.98
3854,88.03
23755,62.16
4367,37.88
25201,38.9
25668,55.97
5974,98.8
6122,99.5
6172,97.7
6375,98.62
6716,99.63
7716,99.86
7928,99.84
8201,99.08
10031,99.44
10656,99.84
13853,99.88
15550,95.57
17090,99.48
18911,99.52
21064,5.58
4583,97.91
24835,5.45
24980,7.39
25031,8.71
25407,13.31
6157,99.73
6444,97.82
7086,97.38
7530,99.12
9188,98.29
11784,99.16
12065,98.79
13111,98.46
18070,99.81
19517,99.68
22149,14.18
3226,95.18
22887,6.76
22975,71.82
3523,25.3
24196,23.05
4946,72.03
25099,8.72
5064,24.59
9930,99.58
10481,99.62
13454,99.59
14177,99.14
14411,98.57
14686,99.55
16335,88.37
16656,99.73
17661,81.85
17738,99.21
18001,99.82
18705,94.88
18743,95.86
19119,98.94
20069,98.01
923,94.96
21564,10.12
2968,63.95
3193,75.7
3911,93.32
5761,99.11
6206,99.43
8139,98.93
10187,99.34
11679,98.69
12099,72.1
12368,96.85
13473,96.7
16193,73.7
17053,99.43
17130,99.56
18598,96.7
19114,99.46
19566,97.2
499,92.89
1684,99.59
2100,98.82
21978,32.82
3323,95.92
23657,5.93
4834,36.74
24942,8.27
6612,99.18
7648,99.82
10844,99.87
13423,94.96
15679,99.48
17086,98.66
18505,99.71
20710,74.02
20158,99.25
21246,39.14
1767,68.16
2048,98.16
21860,18.26
21882,35.44
2340,68.56
22739,6.43
22985,5.76
3817,30.96
23538,8.85
3999,52.23
24060,8.5
6418,97.4
6758,99.69
7102,98.29
9083,99.64
10513,99.6
11366,96.14
13620,99.49
14265,99.66
15370,96.02
15856,99.92
17598,95.94
1119,89.93
1345,88.26
3044,65.11
3360,72.18
23093,35.28
3830,27.44
4385,75.11
24933,6.84
24970,8.1
5359,27.69
12289,98.8
12779,99.29
13030,98.37
14115,98.6
175,35.07
16598,98.63
18638,98.75
20281,95.01
21049,15.55
21170,5.47
2302,92.35
21982,6.8
2485,30.64
2857,96.03
22762,27.43
3518,97.69
24690,36.06
24904,16.5
4985,85.03
25584,40.96
6035,99.38
7802,99.7
7973,99.93
20443,98.96
10887,98.46
10892,97.97
10989,99.26
11392,99.75
142,79.44
14256,99.43
14932,97.43
16832,98.92
17339,99.97
17791,99.07
18831,99.61
603,24.61
1724,97.25
1734,96.61
2059,47.14
2371,96.12
2931,75.62
24801,7.97
25009,8.41
5581,92.08
6317,99.14
7791,99.49
8689,99.71
8953,99.63
10015,99.13
11502,98.51
12225,99.45
12560,97.73
13397,98.57
13939,95.61
13965,99.75
16263,91.11
16447,96.38
19494,99.21
22252,7.26
22802,30.15
3361,74.66
23597,27.17
24094,5.9
24277,13.13
25520,18.74
6355,99.6
7941,96.39
8384,99.77
11824,99.31
12315,99.83
12654,99.51
12666,99.07
14947,98.5
15834,96.69
16288,99.26
16993,99.13
17774,99.49
267,81.46
376,64.51
1745,50.45
21923,45.44
2936,11.32
22937,8.24
23800,64.14
23973,16.01
25279,17.85
9104,95.78
9648,98.23
9725,99.83
10571,98.5
10975,99.55
12816,99.63
20624,88.78
15065,99.49
15801,99.59
18726,99.65
19307,98.29
19710,96.33
19890,99.89
21002,5.33
1885,67.72
22408,6.04
4343,90.07
24014,68.28
24698,11.14
25466,38.18
25489,9.31
25652,13.23
25664,6.31
8160,99.76
8849,99.14
14527,99.75
15700,96.64
17603,98.31
17863,99.92
18196,99.17
18247,99.79
18586,99.58
21111,8.37
21275,16.39
21435,19.43
793,96.31
795,89.05
1816,93.16
3182,79.93
23299,5.44
4327,91.32
24720,17.91
8818,98.79
10154,99.36
10739,99.45
10853,97.37
12268,99.14
13263,99.75
14430,99.86
14621,99.62
16425,97.22
18550,99.62
19196,98.39
19278,99.23
19951,99.56
20145,99.46
20956,7.88
462,14.27
1394,88.58
1982,69.47
22069,54.92
22350,17.13
23145,27.68
4492,34.42
5641,99.74
6709,99.85
6958,99.52
7456,99.79
9206,99.85
11327,99.34
11911,99.92
11940,96.72
16052,99.85
16068,99.52
19514,99.48
958,85.13
21603,39.16
22046,21.81
2658,32.38
2813,67.95
23710,5.87
24377,6.7
5171,29.28
5737,99.85
7453,97.77
8911,99.82
9336,99.9
9446,98.49
10012,97.51
11389,99.74
129,99.39
15114,99.69
16285,98.37
245,97.1
19481,93.89
19633,99.85
19681,96.99
20233,98.91
976,81.4
1077,95.38
22794,79.47
3490,80.32
4481,77.43
25618,16.93
9167,99.75
11849,99.77
14373,99.01
14400,99.39
17491,99.73
17934,99.03
20002,92.87
20229,99.27
1476,95.57
1706,94.92
21887,45.04
2457,18.47
22070,5.96
3018,41.07
23792,23.88
4467,45.18
24676,6.64
20377,23.95
9166,99.64
10362,98.23
10620,99.21
11050,95.42
11980,99.04
12613,98.1
12687,99.6
13748,98.04
14100,99.34
14758,99.54
15286,97.2
199,99.86
17758,99.01
18612,99.83
19864,99.41
22157,29.27
22671,32.56
3420,86.81
23300,14.33
23783,55.85
24902,12.58
6264,90.13
7160,99.34
8865,99.97
11757,99.02
12080,99.76
16692,98.87
18071,98.98
18472,99.49
19837,99.88
20345,99.06
1344,54.68
1522,94.03
3586,91.26
3601,85.03
23913,41.01
4883,70.43
24779,18.09
25679,6.61
6833,99.76
9964,95.29
10117,99.44
10834,99.73
11332,95.58
13350,98.67
13618,90.14
13769,98.87
13831,98.19
19867,99.47
20867,12.76
979,98.56
21893,65.23
22889,7.0
3780,88.39
4013,92.29
4222,96.11
24634,10.05
5224,90.14
5762,92.99
6405,99.68
6692,99.48
8881,97.85
20500,85.99
12085,99.51
12636,99.85
12724,50.2
14300,99.37
14306,95.57
14404,99.33
16551,97.42
16965,98.71
20937,8.86
21693,9.44
3007,46.92
3235,91.63
3728,82.85
23647,18.47
10984,99.69
11676,99.1
14022,99.76
14173,99.22
14920,96.63
15207,98.54
15270,97.69
15283,98.61
18980,98.59
1091,77.43
1478,98.08
21685,49.28
2046,82.96
2319,97.59
24026,40.35
24461,14.97
24474,9.17
24573,13.87
24901,5.68
24937,35.78
5275,88.23
7038,98.27
8707,99.19
9173,96.95
15632,99.85
17476,99.91
18174,99.51
18545,99.63
19360,99.84
19861,98.26
470,25.79
21612,69.66
21831,5.48
2305,97.87
3224,66.34
23136,7.56
23760,29.1
24228,9.83
8736,99.01
8897,98.46
9125,99.37
10188,93.96
11961,97.36
12231,99.46
13136,91.82
15141,91.98
15916,98.32
16166,99.39
18301,93.73
1647,96.91
2287,86.09
22193,9.47
22296,36.21
23235,28.55
25112,9.08
25255,8.45
25614,46.31
5324,81.85
5832,97.43
6263,99.81
20507,93.5
10619,81.59
12539,99.84
12956,99.22
13531,99.15
15235,99.14
17545,97.2
17697,98.43
19328,99.83
20366,97.6
21006,37.27
21134,7.04
853,77.17
1085,94.71
3935,85.62
4259,87.17
24203,10.1
24258,58.35
4948,58.52
6429,97.43
8969,99.59
11519,99.03
11804,99.27
12111,99.41
12381,98.47
12542,99.82
13891,98.48
15084,93.56
15843,96.51
18181,93.8
18241,99.91
20875,9.71
21472,7.98
22099,10.09
2590,87.23
23158,11.47
3474,92.32
3860,84.36
25206,11.51
6056,99.56
14211,99.76
17802,97.06
19230,99.64
19640,99.83
19822,99.86
19952,99.39
19967,92.87
20199,99.85
20245,99.72
292,81.33
21207,13.96
21761,22.54
22597,26.52
3129,86.44
24271,57.7
24344,18.92
24453,9.39
24517,10.49
5454,99.46
7314,99.22
7849,91.67
7906,97.74
8060,99.56
8886,98.51
10869,92.57
12288,98.49
12447,95.52
12565,99.05
13932,99.89
15637,99.83
16225,70.3
18989,98.47
20978,27.96
1658,97.95
2944,23.19
23346,14.77
4752,40.9
5065,85.93
5687,99.94
7482,99.74
9780,99.45
10036,99.72
11637,98.93
12011,96.81
13077,94.06
13424,98.93
13912,97.85
16290,98.54
16847,99.53
17817,97.98
19232,87.33
19279,99.16
19647,97.15
1562,98.98
21802,44.7
22197,34.75
2896,85.02
22744,21.02
4514,92.16
6222,99.85
7637,99.99
7939,99.26
13714,98.53
14250,99.59
14506,98.56
16668,99.51
16934,98.74
18861,99.84
19508,99.07
542,39.11
21464,47.62
1569,99.48
2126,92.95
22291,11.93
24673,9.87
4980,93.72
5023,11.89
5290,78.42
20376,59.7
11056,99.5
15804,97.9
16042,95.74
17619,97.8
19753,99.7
21135,19.17
21640,8.64
2028,91.88
2692,89.27
2833,90.46
22592,14.48
3673,82.91
4144,81.03
4802,89.24
25186,12.29
25270,27.28
25321,13.4
5802,89.84
7955,98.5
8682,99.86
10836,92.86
12247,98.88
13054,97.87
13221,98.58
13392,99.48
13467,99.75
13593,92.73
15217,99.94
790,97.74
1059,94.61
21878,65.75
22388,7.75
4539,53.45
24278,34.25
24485,10.52
4829,8.91
24752,5.47
25054,10.26
7245,99.12
7486,98.82
7492,99.2
7546,99.5
9372,99.88
10593,99.82
12265,99.35
12765,99.62
14289,98.22
14637,99.34
2284,71.12
2629,92.13
22722,18.41
3611,73.55
4490,67.04
24486,9.13
24678,31.14
5354,93.35
6729,99.87
9176,99.09
11460,99.8
14171,95.7
14424,99.58
16906,93.28
17764,96.92
20010,94.15
20197,99.46
21113,10.46
21888,15.41
22013,49.91
22615,9.89
3370,38.7
4080,69.65
23837,40.39
24116,60.88
4902,22.23
24999,5.82
7251,98.4
7696,99.62
7785,99.7
8918,92.42
9794,99.06
12325,99.14
12419,99.68
15591,99.5
17015,99.32
17055,95.92
18563,98.54
18608,97.03
19519,99.27
19750,99.55
395,28.12
1006,81.29
1492,98.51
1862,96.56
2990,40.14
23212,21.54
25013,5.08
25671,44.95
6495,98.0
7217,97.54
7292,99.3
8747,63.08
9816,98.87
11562,99.47
12830,97.75
13721,99.46
15029,98.67
15725,98.26
16743,99.09
17020,98.55
19644,98.66
20325,99.59
1461,97.28
1869,84.38
22418,5.84
3762,59.03
4777,24.69
5420,99.83
6662,98.24
7578,98.08
8920,99.38
9000,99.71
9600,93.43
89,99.68
16410,98.4
1802,85.36
2304,42.89
21991,18.44
2523,47.97
2729,81.49
22472,16.53
22783,5.96
3969,56.16
24024,15.29
24376,32.94
7342,99.91
20463,81.71
9459,99.46
10312,95.81
11529,99.15
13170,99.61
13546,88.99
14202,98.66
14372,99.6
19664,99.48
20872,7.13
855,93.05
21561,45.79
21616,72.46
21897,30.66
22279,6.89
4215,42.16
4302,39.81
4558,11.99
25216,16.99
5767,99.44
9193,99.35
9399,98.37
20497,66.58
10916,99.48
13405,93.06
14663,99.92
15888,98.61
16163,77.38
16873,96.67
473,10.86
2085,92.22
23617,13.25
23978,8.99
24566,47.72
5107,44.69
6712,99.84
10827,99.79
12004,98.73
12133,99.78
15558,99.32
16562,96.75
20923,34.03
706,93.9
21425,18.49
741,95.92
2400,93.9
2404,48.42
2921,86.56
3046,33.92
3978,94.22
4484,46.64
5299,87.18
6513,99.45
6913,99.6
7667,99.85
8415,99.67
10677,99.95
10988,99.48
11721,99.79
12727,97.78
13414,99.54
14215,99.03
14654,98.21
17418,99.17
18383,98.33
18430,99.63
19925,99.37
681,93.42
2037,97.43
3957,50.6
4914,93.24
7028,99.24
11229,96.91
11364,98.48
11806,99.87
12250,99.7
12263,99.75
12897,99.46
15076,99.53
15399,98.84
17996,99.69
18584,96.58
18703,97.2
18878,99.68
20178,99.81
469,83.85
1144,91.88
21694,24.91
3326,93.61
24316,23.72
5057,33.27
25490,9.29
5372,83.65
5875,99.61
8113,99.23
8202,99.75
8410,99.85
10052,99.53
10919,97.35
11329,98.5
11446,99.24
11507,99.92
17794,82.89
18094,99.49
19586,99.52
19713,98.87
21284,10.53
21688,28.66
22189,36.51
2820,40.8
22530,5.51
22801,44.37
3929,66.31
24256,12.1
5979,99.51
20392,86.23
7356,95.86
8656,98.12
9507,99.28
13239,90.6
13863,99.45
14128,94.43
15569,97.5
15981,97.56
19227,99.89
19913,99.9
21526,25.02
2169,96.43
2476,84.02
22405,42.87
23714,45.17
4494,98.16
24185,14.24
24513,13.99
5401,98.67
8720,99.55
10347,99.78
10803,95.07
11412,99.29
14847,87.62
15080,99.11
16222,98.62
20064,99.74
618,57.6
650,94.53
21471,9.5
1445,54.91
1710,98.49
1978,92.48
2777,71.89
3702,85.38
4219,48.04
6798,99.37
8165,99.65
12771,99.67
13148,98.25
13693,97.81
13882,98.18
13899,99.82
14201,99.63
15878,99.19
16641,99.28
18255,99.76
19099,98.64
20781,59.67
21066,15.32
1472,96.78
21953,15.01
3791,78.91
23848,16.84
24182,14.9
5058,52.66
5632,99.43
7923,99.71
8288,99.68
9491,99.32
11448,99.77
11979,98.85
12530,99.12
15180,98.32
15243,98.95
15630,98.23
16356,99.4
16990,95.47
17335,87.65
17505,99.6
19415,52.09
23675,5.54
23839,16.94
4978,77.89
5507,99.88
5989,97.64
11638,99.94
14724,98.92
15150,99.48
15264,98.87
15749,99.49
16197,97.95
16543,99.78
17766,99.89
18213,96.1
19480,89.28
19565,99.3
19833,99.59
922,97.43
1008,91.34
1721,63.05
2593,86.61
3501,84.92
3543,94.03
5634,99.26
7058,99.35
7116,99.57
7377,99.1
7796,98.14
8350,99.52
20435,95.65
8534,99.61
8776,91.27
13443,96.21
18879,99.59
19008,98.47
19572,99.06
21454,34.54
2359,78.63
2461,68.68
22594,7.94
24502,14.38
6711,99.73
7320,96.84
9599,99.85
9682,99.65
12835,99.3
17032,99.63
20909,13.26
1708,76.2
2358,88.81
3262,95.44
3291,92.4
3672,48.36
3825,38.89
4088,89.69
24093,11.45
24561,10.92
4871,88.86
25414,47.62
7170,93.85
9392,99.86
10510,99.05
12778,99.51
13318,79.59
13985,98.62
14045,99.33
15253,99.33
17379,97.64
17449,99.0
19337,98.2
19551,99.68
20271,98.31
21194,5.47
23312,38.22
23450,12.99
23885,6.43
24458,35.94
4787,15.06
5878,99.91
7158,99.04
8408,99.81
8626,99.0
8735,99.64
12384,99.73
12405,99.05
13063,98.83
13631,98.44
14492,99.03
14500,99.82
15771,98.74
16319,99.62
1488,89.79
22248,14.45
22626,24.84
23798,34.48
24197,8.41
24596,10.16
5699,99.67
6329,98.96
9240,96.82
9675,98.68
9775,98.7
15516,99.86
16486,99.69
19288,99.81
19485,99.08
19748,99.2
893,97.32
1341,92.37
22323,18.9
3037,21.8
23521,16.53
4727,9.48
25158,56.43
9651,94.48
10003,97.13
11275,99.38
12985,99.83
13303,98.42
20600,53.8
14136,98.29
15093,99.58
17616,99.77
17818,98.41
18568,98.47
21303,15.69
2119,49.8
2595,32.1
22509,6.16
23087,39.17
23206,16.34
4506,35.54
5223,38.5
5441,97.53
5784,98.94
7841,99.17
8247,98.92
8299,99.72
10658,99.73
13587,99.87
13925,98.83
15246,98.19
15695,53.26
16104,96.39
16165,61.03
16328,99.26
19840,99.72
466,16.89
486,69.88
1855,97.5
2567,94.8
5855,99.86
5858,99.87
6351,99.62
8371,99.66
8386,93.07
14010,98.94
14085,96.74
15125,99.9
17952,99.6
21438,7.54
22643,9.68
3406,96.76
3635,96.45
4770,49.32
4918,88.86
24940,15.46
25583,55.69
8374,99.41
10417,99.29
13575,99.54
14258,99.92
16378,96.7
17343,99.53
19035,98.11
508,29.51
21247,31.16
21402,21.26
1657,92.06
2413,93.01
23663,9.64
24936,6.82
25037,23.09
25621,18.33
5534,99.66
7597,98.84
20466,43.33
10444,99.86
10857,99.03
11162,96.69
15023,96.88
15786,99.1
18799,98.9
1702,95.29
21736,76.41
21760,5.59
21873,35.0
25164,16.46
5973,99.78
7600,95.96
11421,99.18
11497,99.93
12535,90.63
13273,99.06
13719,99.63
14636,99.87
15410,99.33
15964,99.6
20322,99.67
20795,87.92
20850,29.84
2194,77.22
3138,71.37
23757,14.57
4909,56.48
5000,35.62
5535,99.27
7027,99.07
9026,99.55
10279,96.51
10735,99.59
11042,99.14
12073,99.86
14195,97.19
14478,97.12
14509,97.69
20060,96.16
20109,99.1
645,58.9
1715,95.31
2124,72.39
2433,75.69
3094,52.29
3176,88.73
3300,95.37
23026,21.14
3826,60.33
7511,97.31
10097,67.0
10440,99.76
10791,99.92
11102,96.48
13215,99.2
20604,49.64
18297,99.64
19275,98.96
21233,10.43
1330,96.3
22422,8.03
22452,6.0
24879,7.13
24912,13.4
24971,11.7
25401,54.15
5491,99.64
6320,99.74
11422,99.78
11440,97.79
16615,98.88
17565,99.51
17974,99.38
18828,97.88
19824,99.76
20115,98.1
1074,88.7
2460,67.7
2969,84.6
22389,6.95
3814,92.27
24010,36.12
4706,93.67
24595,22.27
5007,20.67
6583,97.02
7290,99.92
9439,99.44
10428,99.52
12977,99.72
15068,99.16
16975,99.47
17436,96.03
18806,98.99
19003,95.91
19442,94.07
20730,99.36
1527,8.15
22813,22.05
23131,76.46
4603,60.95
4774,98.51
24644,26.09
25057,10.41
5155,84.71
6952,99.73
7349,96.91
7643,99.58
9501,99.87
10595,99.71
14746,99.76
15505,97.24
16061,97.8
16753,99.26
19270,99.55
20071,99.53
20253,98.87
441,6.56
2956,70.03
23066,43.6
23084,34.0
25540,9.57
5809,99.5
9692,95.39
10245,99.13
14701,98.83
16374,99.85
16382,55.71
17017,99.63
17189,97.66
17756,99.69
19170,93.86
20715,90.7
20837,11.25
22094,29.33
22489,8.5
23277,12.34
23652,7.55
24038,81.51
24736,8.29
10141,99.9
10476,95.17
10974,99.77
11268,98.98
13400,99.31
13942,99.4
170,99.67
15738,99.05
181,99.33
15969,98.86
17867,99.66
19670,98.52
2083,75.56
3871,64.96
24622,6.98
5277,85.84
7494,99.64
7925,99.47
11307,96.92
13722,99.85
15955,99.28
17871,98.78
18159,99.82
19615,99.3
21223,18.77
698,66.95
2147,97.33
2552,63.32
23325,38.38
23984,24.91
24298,48.4
20374,93.85
6772,96.67
7774,99.05
9160,99.77
9370,99.37
9956,99.49
13673,98.88
13766,98.71
13808,89.44
15382,97.36
15708,99.25
18326,99.48
20797,75.44
20853,5.99
21393,13.28
906,97.47
25045,7.99
5859,96.22
7219,91.36
7871,99.68
63,99.71
10112,96.44
10345,99.86
11358,99.66
15531,99.62
16869,96.28
17014,99.36
17979,99.7
18565,98.72
22015,12.99
22613,5.64
24337,13.37
4889,63.13
8370,99.7
8464,99.08
9003,99.92
11157,86.63
12878,99.87
14210,99.93
14277,97.6
16106,97.43
16451,97.25
17678,99.66
18073,99.89
20063,99.88
816,79.79
21660,74.4
2471,94.32
22701,40.4
4354,84.28
4489,58.81
6198,99.69
7294,99.27
7481,99.6
7833,91.58
9127,99.86
12866,98.93
12901,99.79
17485,98.27
18035,98.43
20074,82.59
548,82.35
21340,13.24
2483,84.38
23092,30.02
4284,80.08
25274,18.93
5338,41.48
5475,99.79
5604,99.49
6459,91.55
7371,99.06
13439,99.19
13797,99.72
14590,99.33
212,98.98
1832,51.14
1861,93.56
21898,8.98
2509,60.0
3723,66.6
3940,88.79
23765,29.55
24210,11.57
4574,82.97
4831,75.78
7307,98.73
8114,99.42
10720,87.21
10792,99.46
10982,99.45
11214,99.72
12682,99.6
130,99.8
14584,98.7
16729,95.84
18308,95.13
2665,55.0
3794,51.02
3836,99.06
4166,64.68
24600,5.39
5089,88.17
25590,29.97
5826,99.26
5874,99.95
11417,99.24
13543,99.69
14591,99.68
15174,99.66
16026,98.37
16179,99.84
17364,99.83
18046,99.93
2282,69.74
2581,81.34
3023,56.04
3210,29.53
3367,46.8
4239,80.8
24599,22.26
25146,7.11
5579,99.39
5972,99.29
7309,98.46
9107,99.7
9842,98.78
10506,99.35
12541,99.73
16396,96.68
19172,95.79
20088,97.42
20262,98.47
1499,93.68
2554,74.12
23384,5.54
4142,76.89
4359,92.78
25495,40.04
5674,99.73
6736,99.81
7988,97.93
9722,98.69
11196,99.83
13143,99.75
13395,97.72
14530,99.9
15393,98.54
17080,97.59
18371,99.63
18517,56.24
1770,87.34
22058,38.5
23138,82.72
23366,9.9
23784,30.29
23924,18.66
4808,76.3
5044,24.17
7055,99.38
8406,99.92
9390,76.23
13293,94.66
13753,99.37
14769,99.38
18641,99.01
19272,99.56
19451,99.85
2049,97.79
2184,90.64
22347,23.24
2952,86.6
3812,98.43
4983,24.98
25415,7.23
9403,99.77
11790,99.38
20657,93.85
18305,98.11
18321,99.61
21124,12.92
21166,11.93
828,95.52
21743,44.49
22102,47.82
2929,93.63
22865,33.04
3256,90.04
22909,74.25
24880,47.06
25563,38.03
6296,98.57
6871,94.65
9139,98.08
11076,98.03
11246,82.71
11742,99.05
15488,98.34
15492,98.36
15812,98.93
16034,90.88
16243,99.02
18387,99.47
20700,97.91
1539,94.84
2502,75.91
2747,72.32
22491,12.32
25049,8.66
25603,19.28
7139,99.43
9528,97.96
10614,99.52
10627,99.73
11632,93.88
11939,99.46
14323,99.22
15342,99.34
15459,98.44
3141,68.9
3559,61.9
3829,77.84
4333,94.61
24799,25.87
25487,20.42
25555,11.62
25592,42.99
6604,99.9
7357,99.91
7556,99.58
7997,98.69
9025,99.82
12266,86.92
12964,98.66
13817,98.68
14304,98.97
14528,99.79
14762,96.92
1145,92.58
2607,27.99
22654,29.65
3243,73.66
3887,90.24
5134,89.99
8172,99.83
8554,99.39
10846,99.19
12029,99.87
156,99.86
17203,98.1
17244,99.14
17707,99.47
18439,99.73
20075,99.62
21782,6.02
21946,38.75
4201,97.51
24894,7.0
5116,71.13
25539,5.83
8590,99.21
9157,89.48
10648,99.79
11020,99.85
15156,98.8
16123,97.12
16391,98.27
17375,98.53
18846,98.66
349,99.14
21371,6.0
919,94.83
23204,21.25
4017,61.24
4353,51.27
25329,7.51
6738,99.56
6806,99.65
10511,98.8
11475,99.22
12335,96.36
13800,99.29
17861,98.9
19557,98.45
19623,99.65
19929,82.58
21478,10.82
22201,6.25
22861,42.4
4524,51.01
4707,63.09
5205,97.12
5263,85.07
5575,98.9
6059,50.65
8914,99.56
11339,99.28
12562,99.71
12607,99.85
16457,99.92
16631,99.44
17704,99.32
18677,97.45
18816,93.85
19087,95.37
19641,95.83
23163,14.2
23855,19.59
23896,13.07
24982,7.17
5445,99.01
7670,99.57
8020,99.81
8928,99.52
9137,99.78
12862,99.86
14907,98.99
15132,99.58
15777,99.36
16911,99.02
18567,98.38
1035,95.48
3219,28.74
22927,42.33
23858,24.76
4486,90.02
24640,10.21
5897,99.67
6646,99.66
10151,97.69
11554,98.36
11580,99.9
12501,98.16
16272,98.59
20712,81.67
21473,59.87
21518,16.83
21625,76.02
1960,59.36
22473,34.72
22713,38.01
24287,31.37
25434,6.74
5310,65.63
7112,99.72
7739,99.23
10089,95.76
11625,99.08
12012,99.24
13371,99.21
14125,99.12
14749,99.7
18168,99.83
21011,5.27
21482,15.65
21992,32.64
4274,70.57
25221,8.17
5092,84.69
5446,97.32
6648,99.9
9387,99.76
9690,99.4
10352,99.81
10605,99.65
11325,99.58
14359,97.74
14543,98.2
17442,99.02
20873,16.64
22625,22.52
23220,19.13
3992,95.59
4392,67.28
4674,64.69
8110,99.72
11650,99.72
13535,98.85
15121,99.73
17854,95.78
19953,99.89
355,97.3
22372,22.7
3847,31.51
4001,63.26
24430,16.61
24821,37.14
5182,79.44
8393,98.42
11645,98.7
12785,98.44
13132,98.53
15763,98.81
16877,99.74
19012,99.41
257,99.36
2878,88.6
3409,64.57
23481,15.63
3985,76.15
24130,13.6
24139,11.6
25281,27.19
25328,22.18
9726,97.93
10221,95.86
10924,97.95
11614,99.9
20596,11.45
14604,97.2
15005,99.3
15861,99.75
15959,99.07
19109,99.1
20008,94.4
687,54.8
744,71.04
1018,88.43
2763,84.59
23484,26.02
24033,28.17
5913,96.99
6634,99.02
10601,99.91
10917,97.85
15886,99.41
15941,99.85
17294,93.67
19581,99.67
279,97.22
1156,96.81
21950,5.25
21976,5.9
3650,88.64
5050,18.35
7392,98.82
8044,99.17
12936,99.39
13247,99.94
14004,97.21
14377,72.59
