用户ID,信用评分
11342,68.08
12170,59.03
13151,69.64
13370,72.44
14555,72.78
515,94.22
21365,8.48
1887,74.43
2074,94.27
2329,92.58
2770,62.08
22313,32.23
22617,8.83
3179,53.76
22824,15.94
23355,19.31
4163,42.98
23996,36.33
24333,17.47
5741,77.0
6318,76.87
6558,76.91
7057,77.3
10176,68.28
10432,68.25
10579,68.35
13219,69.96
13661,71.64
16276,80.72
16406,81.3
17170,81.76
17419,81.55
18935,80.47
20729,53.28
20914,8.39
846,86.3
1181,73.06
2193,94.25
21886,15.09
22231,21.04
3130,25.93
24626,13.28
24859,55.55
5339,39.2
5990,77.03
7199,77.21
8532,90.59
8794,90.83
10785,67.67
11338,68.12
12905,71.13
13461,72.81
15919,81.92
16433,61.75
16595,81.72
18165,84.99
18755,86.47
20953,8.91
2536,59.3
2926,31.24
2934,42.16
23287,13.03
23600,20.27
23711,40.6
24237,17.1
5075,49.28
5100,51.11
25477,21.73
6373,76.75
20427,76.37
20451,84.69
9688,89.16
10479,68.32
12114,68.1
12857,65.11
16372,81.46
16453,81.25
17410,81.72
18632,86.31
739,85.66
1174,84.66
21813,21.26
21993,23.31
2933,45.37
3056,44.44
22956,12.69
3711,42.84
4090,45.88
5153,57.16
7805,90.57
7991,90.85
20428,62.6
11431,68.32
13995,70.81
14058,72.82
16235,80.94
17251,81.44
19727,86.0
20132,86.4
20803,8.91
20846,7.97
601,90.43
21500,10.47
1435,93.81
1485,94.45
22883,9.22
3407,60.64
23129,8.48
3515,57.59
4242,56.32
20399,83.27
7426,76.59
9191,90.91
9591,90.25
10669,67.88
10873,68.36
13336,72.31
13381,72.89
14396,68.38
15380,72.34
16980,81.26
19198,86.34
932,86.78
21769,30.75
2003,91.26
2534,57.27
22707,26.29
22988,22.38
23120,23.41
4322,55.34
24238,13.18
24283,16.65
4866,39.2
5781,76.16
5900,76.7
6372,77.0
6835,75.59
8734,90.4
9267,90.88
9278,90.4
11233,68.37
11835,68.4
11921,67.25
12806,72.94
13383,72.61
15833,79.81
17033,81.23
17900,79.66
19414,86.31
21984,11.97
23113,8.78
3657,47.15
23625,14.19
23938,18.66
23964,26.58
25058,16.09
5729,77.15
6918,77.32
8539,90.34
11159,67.09
11466,60.62
11566,67.73
11640,67.81
11775,68.06
11933,68.12
20566,82.56
14501,72.8
18254,84.91
19783,86.45
271,93.73
20880,11.44
1230,68.68
2455,52.12
2500,53.23
2767,60.44
22567,24.21
24447,23.68
6234,77.0
6804,77.44
8885,90.8
10326,66.91
10498,68.38
16409,81.16
17547,81.86
20116,86.38
20983,12.12
442,69.48
955,86.0
1359,91.39
1878,93.56
21895,29.31
22381,14.4
3021,61.81
3110,55.89
3112,61.74
3209,62.69
23395,34.0
23506,25.45
4326,48.25
4593,46.89
7468,90.8
8439,89.07
10764,67.68
13476,72.69
14083,72.55
15954,81.92
18062,86.17
18166,85.03
18977,86.14
1062,81.59
2105,57.19
22076,23.16
3580,58.05
23296,35.52
4092,49.04
23780,12.85
23840,12.5
23910,15.0
4374,50.73
24187,29.3
4723,46.83
9153,90.87
11186,68.32
11985,68.28
12624,68.45
12931,72.03
14570,72.45
15603,81.91
15753,81.93
16800,81.86
19838,63.7
20065,86.31
20856,9.98
1874,93.61
2579,30.67
22444,17.38
23044,12.03
23227,27.85
24006,13.68
24229,40.48
4635,59.79
24803,26.72
25422,14.12
7612,90.75
20510,81.51
11822,68.26
12014,68.23
14868,72.53
15937,81.75
16084,81.31
16208,81.68
17261,81.95
18621,84.78
20964,18.3
20979,20.87
21287,15.88
21390,26.78
2251,94.05
2890,62.89
3520,49.26
24527,23.24
25252,27.26
25436,43.75
5336,49.55
6998,77.32
7755,90.56
9143,90.14
10215,67.8
10714,68.17
11220,67.52
12125,68.16
12847,72.51
12913,71.78
13380,72.78
14619,72.48
15166,71.54
19811,85.66
604,89.3
1308,81.17
2038,85.31
2310,94.73
2815,34.87
22753,7.77
23681,37.71
23879,12.24
4736,39.29
6053,77.22
8382,90.56
11299,68.42
11598,67.75
14271,72.28
15557,81.75
16050,81.47
16251,69.09
16835,81.81
19535,86.39
21176,9.34
899,83.34
1069,94.81
1655,89.64
2396,94.37
3251,17.69
3697,61.52
23571,32.75
6219,77.25
8922,90.92
20458,83.06
9249,88.4
10841,68.39
11947,68.08
13100,72.55
13786,72.8
13928,72.91
15169,72.68
18938,86.47
19665,86.11
273,77.53
21093,9.98
21825,18.54
23228,13.11
3741,50.41
23725,40.81
4073,42.27
4112,62.16
4658,45.31
9122,90.95
9691,90.85
14310,72.64
16298,78.99
16984,81.66
17576,70.56
20728,14.82
20237,85.0
20825,8.8
20994,13.88
21109,11.11
21351,8.47
21383,14.02
21496,25.5
2538,23.96
22196,21.38
2932,61.41
23548,12.35
4661,61.18
5902,77.15
10718,68.27
12527,68.17
13046,72.25
14346,70.94
15321,72.79
15583,81.67
15977,80.14
16267,81.68
18425,85.98
20713,12.59
2113,90.0
21904,8.07
2872,56.03
23125,30.25
23957,13.72
24232,12.55
24621,17.13
24816,29.07
14,94.41
6746,76.78
7433,90.51
9061,90.85
20522,82.12
11409,68.1
12784,72.93
15602,81.0
16422,81.88
16651,62.78
18787,86.03
20307,84.13
21107,19.47
1263,89.56
2428,58.49
2646,36.91
3552,42.36
23565,14.26
24646,13.97
25295,15.09
5152,72.77
6934,76.91
7615,90.59
7814,90.33
8523,90.95
12743,72.86
13679,72.14
17000,81.9
17357,80.7
17833,81.66
18303,86.02
403,62.7
858,89.34
21739,37.61
21854,42.45
23763,21.61
4557,54.98
24450,15.92
4847,57.88
24857,12.19
5201,76.29
5216,47.98
8857,90.74
12002,67.72
12793,72.86
16023,81.26
18037,81.64
19439,86.26
322,94.9
667,73.55
1751,93.94
21926,21.78
2784,56.69
22680,12.15
3115,62.49
3802,42.92
23971,22.3
24366,27.53
24699,31.97
25428,18.19
25595,19.28
7527,90.6
10222,67.09
10682,68.06
10691,63.41
11064,68.34
12219,67.75
12375,68.38
12734,66.43
12996,70.28
13710,72.28
14665,72.59
16439,81.7
303,84.2
1367,93.17
2135,90.27
23118,16.11
3854,58.38
23755,38.44
4367,37.21
25201,35.41
25668,38.94
5974,76.91
6122,77.09
6172,76.11
6375,76.91
6716,77.22
7716,90.91
7928,90.78
8201,90.47
10031,90.62
10656,68.27
13853,72.83
15550,78.91
17090,81.61
18911,86.33
21064,8.06
4583,62.88
24835,12.55
24980,12.35
25031,14.88
25407,14.43
6157,77.19
6444,77.0
7086,75.82
7530,90.48
9188,90.09
11784,67.97
12065,67.97
13111,72.08
18070,86.38
19517,86.34
22149,14.97
3226,62.83
22887,8.28
22975,38.44
3523,35.19
24196,22.9
4946,68.28
25099,13.22
5064,44.47
9930,90.64
10481,68.17
13454,72.52
14177,72.37
14411,72.48
14686,72.22
16335,72.42
16656,81.88
17661,74.63
17738,81.75
18001,81.86
18705,83.84
18743,83.83
19119,86.09
20069,85.39
923,92.72
21564,9.95
2968,47.97
3193,51.52
3911,59.88
5761,76.94
6206,76.94
8139,89.72
10187,68.11
11679,67.55
12099,59.92
12368,67.07
13473,71.56
16193,72.5
17053,81.55
17130,81.71
18598,85.07
19114,86.19
19566,84.63
499,92.72
1684,95.2
2100,95.05
21978,17.81
3323,61.63
23657,12.9
4834,33.61
24942,16.21
6612,76.77
7648,90.85
10844,68.38
13423,69.52
15679,81.61
17086,80.27
18505,86.24
20710,51.16
20158,85.95
21246,22.95
1767,84.88
2048,94.84
21860,12.17
21882,26.12
2340,86.17
22739,8.7
22985,7.83
3817,28.19
23538,15.31
3999,32.47
24060,14.38
6418,76.84
6758,77.25
7102,76.85
9083,90.81
10513,68.33
11366,67.24
13620,72.89
14265,72.75
15370,70.19
15856,81.95
17598,79.93
1119,91.61
1345,86.76
3044,45.92
3360,57.71
23093,21.77
3830,21.78
4385,50.99
24933,12.88
24970,14.19
5359,52.94
12289,67.39
12779,72.69
13030,72.45
14115,72.5
175,67.72
16598,81.59
18638,86.09
20281,84.02
21049,13.88
21170,7.62
2302,92.07
21982,8.62
2485,34.11
2857,60.81
22762,26.86
3518,63.03
24690,32.34
24904,19.66
4985,71.39
25584,31.38
6035,77.28
7802,90.81
7973,90.91
20443,81.61
10887,66.08
10892,67.75
10989,67.91
11392,68.27
142,77.95
14256,72.89
14932,72.47
16832,81.57
17339,81.91
17791,81.49
18831,86.33
603,60.03
1724,92.72
1734,94.14
2059,72.64
2371,94.41
2931,57.66
24801,13.09
25009,14.13
5581,74.56
6317,77.18
7791,90.42
8689,90.83
8953,90.82
10015,90.65
11502,67.66
12225,68.26
12560,67.03
13397,71.78
13939,70.58
13965,72.86
16263,80.09
16447,80.35
19494,86.09
22252,9.62
22802,31.19
3361,56.22
23597,23.97
24094,12.5
24277,15.15
25520,20.13
6355,77.39
7941,89.16
8384,90.85
11824,68.0
12315,68.31
12654,68.2
12666,67.84
14947,72.34
15834,80.45
16288,81.69
16993,81.06
17774,81.81
267,86.2
376,74.2
1745,70.2
21923,27.96
2936,24.35
22937,8.25
23800,36.45
23973,18.62
25279,18.78
9104,88.97
9648,88.91
9725,90.89
10571,68.12
10975,68.05
12816,72.81
20624,82.41
15065,72.44
15801,81.75
18726,86.32
19307,85.72
19710,85.41
19890,86.42
21002,7.72
1885,78.89
22408,8.13
4343,62.16
24014,49.48
24698,13.98
25466,22.97
25489,13.5
25652,20.59
25664,12.58
8160,90.75
8849,90.65
14527,72.91
15700,78.72
17603,81.58
17863,81.95
18196,86.14
18247,86.34
18586,86.19
21111,9.05
21275,12.95
21435,12.94
793,92.25
795,91.69
1816,92.75
3182,48.59
23299,12.21
4327,60.73
24720,16.12
8818,90.22
10154,68.21
10739,68.08
10853,65.92
12268,67.9
13263,72.81
14430,72.95
14621,72.61
16425,80.55
18550,86.23
19196,85.42
19278,86.16
19951,86.16
20145,86.25
20956,10.2
462,54.27
1394,91.91
1982,86.56
22069,32.86
22350,11.19
23145,15.59
4492,29.55
5641,77.24
6709,77.41
6958,76.97
7456,90.78
9206,90.72
11327,68.18
11911,68.33
11940,66.32
16052,81.92
16068,81.73
19514,86.25
958,87.84
21603,28.47
22046,14.24
2658,45.89
2813,52.94
23710,12.16
24377,12.53
5171,48.36
5737,77.46
7453,90.22
8911,90.91
9336,90.94
9446,90.14
10012,89.88
11389,68.31
129,95.2
15114,72.87
16285,81.28
245,93.92
19481,85.41
19633,86.34
19681,84.95
20233,85.59
976,85.42
1077,93.26
22794,52.98
3490,38.88
4481,52.22
25618,19.53
9167,90.92
11849,68.31
14373,72.31
14400,72.56
17491,81.7
17934,81.53
20002,81.19
20229,85.81
1476,94.04
1706,93.31
21887,25.06
2457,21.84
22070,8.02
3018,31.17
23792,23.33
4467,36.64
24676,12.31
20377,68.77
9166,90.72
10362,67.52
10620,68.21
11050,66.52
11980,67.28
12613,66.84
12687,68.25
13748,72.43
14100,72.72
14758,72.81
15286,71.13
199,95.44
17758,81.32
18612,86.28
19864,86.23
22157,24.66
22671,15.39
3420,45.25
23300,16.65
23783,35.17
24902,15.23
6264,68.33
7160,77.05
8865,90.98
11757,67.97
12080,68.32
16692,81.47
18071,85.93
18472,86.21
19837,86.45
20345,86.01
1344,70.78
1522,92.81
3586,58.79
3601,58.54
23913,27.63
4883,69.11
24779,19.86
25679,12.72
6833,77.29
9964,89.56
10117,68.05
10834,68.29
11332,65.11
13350,72.37
13618,70.37
13769,72.45
13831,72.49
19867,85.93
20867,9.2
979,94.18
21893,36.39
22889,11.62
3780,55.73
4013,58.77
4222,62.55
24634,15.1
5224,69.33
5762,76.13
6405,77.34
6692,77.08
8881,89.84
20500,80.87
12085,68.2
12636,68.43
12724,46.77
14300,72.69
14306,71.41
14404,72.55
16551,80.84
16965,81.39
20937,10.37
21693,8.94
3007,39.43
3235,59.93
3728,52.43
23647,23.5
10984,68.23
11676,67.26
14022,72.75
14173,72.47
14920,71.85
15207,72.22
15270,72.06
15283,71.28
18980,85.92
1091,90.09
1478,94.5
21685,30.35
2046,88.55
2319,93.97
24026,37.1
24461,15.73
24474,15.29
24573,23.84
24901,12.25
24937,27.73
5275,73.28
7038,76.28
8707,90.39
9173,89.51
15632,81.9
17476,81.89
18174,86.12
18545,86.27
19360,86.36
19861,85.97
470,53.35
21612,40.86
21831,7.75
2305,94.16
3224,47.25
23136,10.91
23760,27.69
24228,14.68
8736,90.39
8897,90.45
9125,90.95
10188,60.49
11961,66.91
12231,68.09
13136,68.73
15141,66.89
15916,81.25
16166,81.72
18301,84.8
1647,93.48
2287,88.17
22193,13.38
22296,20.49
23235,22.37
25112,14.06
25255,14.81
25614,37.71
5324,71.15
5832,76.08
6263,77.34
20507,83.56
10619,57.12
12539,68.41
12956,72.77
13531,72.49
15235,72.33
17545,80.13
17697,81.37
19328,86.36
20366,85.72
21006,15.66
21134,8.84
853,86.66
1085,93.69
3935,51.92
4259,56.08
24203,17.21
24258,40.44
4948,59.48
6429,76.79
8969,90.7
11519,67.71
11804,68.16
12111,68.33
12381,66.64
12542,68.39
13891,71.73
15084,68.62
15843,80.48
18181,84.3
18241,86.41
20875,9.33
21472,10.4
22099,11.16
2590,58.12
23158,13.16
3474,60.76
3860,59.53
25206,14.52
6056,77.28
14211,72.82
17802,80.57
19230,86.17
19640,86.28
19822,86.32
19952,85.69
19967,83.73
20199,86.39
20245,86.39
292,92.43
21207,10.38
21761,15.97
22597,17.16
3129,59.59
24271,42.15
24344,17.42
24453,15.77
24517,14.13
5454,77.11
7314,76.83
7849,88.87
7906,89.63
8060,90.84
8886,90.54
10869,62.95
12288,67.81
12447,65.62
12565,68.0
13932,72.94
15637,81.84
16225,75.58
18989,85.77
20978,15.47
1658,95.03
2944,35.4
23346,16.94
4752,34.64
5065,68.37
5687,77.48
7482,90.93
9780,90.47
10036,90.85
11637,67.84
12011,67.95
13077,66.81
13424,72.41
13912,71.77
16290,80.8
16847,81.73
17817,79.5
19232,80.16
19279,86.2
19647,85.97
1562,95.16
21802,30.4
22197,30.27
2896,57.06
22744,16.78
4514,60.11
6222,77.41
7637,90.98
7939,90.56
13714,71.76
14250,72.81
14506,71.82
16668,81.67
16934,81.47
18861,86.12
19508,85.78
542,69.09
21464,32.06
1569,94.84
2126,93.88
22291,11.59
24673,17.8
4980,74.43
5023,34.66
5290,68.84
20376,67.91
11056,68.16
15804,81.39
16042,80.87
17619,80.84
19753,86.3
21135,22.52
21640,8.73
2028,90.03
2692,61.17
2833,61.17
22592,12.45
3673,55.55
4144,57.63
4802,59.91
25186,15.15
25270,24.69
25321,14.88
5802,68.23
7955,90.33
8682,90.94
10836,66.63
12247,67.88
13054,71.44
13221,72.17
13392,72.58
13467,72.84
13593,70.38
15217,72.89
790,95.06
1059,93.05
21878,37.75
22388,9.45
4539,40.17
24278,22.88
24485,13.39
4829,18.55
24752,12.15
25054,15.94
7245,77.15
7486,90.38
7492,90.39
7546,90.88
9372,90.88
10593,68.28
12265,67.97
12765,72.75
14289,71.41
14637,72.67
2284,86.28
2629,61.53
22722,11.62
3611,49.17
4490,45.14
24486,14.38
24678,21.44
5354,73.91
6729,77.42
9176,90.1
11460,68.28
14171,71.13
14424,72.81
16906,80.2
17764,80.33
20010,81.33
20197,86.28
21113,12.19
21888,15.09
22013,27.61
22615,9.9
3370,31.81
4080,43.27
23837,38.36
24116,36.16
4902,36.76
24999,12.33
7251,76.39
7696,90.74
7785,90.78
8918,88.77
9794,90.56
12325,67.31
12419,68.36
15591,81.8
17015,81.59
17055,80.77
18563,85.49
18608,85.53
19519,85.88
19750,86.28
395,59.38
1006,87.36
1492,94.75
1862,94.52
2990,27.03
23212,21.17
25013,12.06
25671,29.98
6495,76.23
7217,76.2
7292,77.24
8747,78.62
9816,90.36
11562,67.79
12830,71.24
13721,72.77
15029,71.81
15725,80.77
16743,81.64
17020,81.22
19644,85.14
20325,86.41
1461,93.31
1869,79.0
22418,7.63
3762,39.64
4777,25.3
5420,77.34
6662,76.78
7578,90.1
8920,90.28
9000,90.88
9600,88.69
89,95.36
16410,80.05
1802,86.19
2304,67.7
21991,21.33
2523,49.9
2729,58.86
22472,14.95
22783,7.92
3969,42.59
24024,17.8
24376,39.31
7342,77.41
20463,84.22
9459,90.86
10312,65.04
11529,68.17
13170,72.79
13546,70.84
14202,72.25
14372,72.74
19664,86.25
20872,12.28
855,90.11
21561,39.34
21616,43.55
21897,25.77
22279,9.41
4215,38.06
4302,31.75
4558,17.14
25216,16.43
5767,77.17
9193,90.45
9399,89.59
20497,67.61
10916,68.14
13405,65.88
14663,72.95
15888,81.34
16163,69.4
16873,81.09
473,50.58
2085,93.06
23617,15.96
23978,13.58
24566,27.13
5107,53.11
6712,77.34
10827,68.34
12004,67.91
12133,68.31
15558,81.59
16562,79.7
20923,17.93
706,89.23
21425,12.53
741,93.11
2400,91.39
2404,70.39
2921,55.56
3046,21.84
3978,60.55
4484,39.58
5299,74.45
6513,76.81
6913,77.34
7667,90.93
8415,90.81
10677,68.34
10988,68.41
11721,68.33
12727,67.57
13414,72.77
14215,72.31
14654,71.43
17418,81.53
18383,85.95
18430,86.14
19925,86.05
681,89.39
2037,94.88
3957,39.5
4914,75.2
7028,77.08
11229,66.78
11364,67.62
11806,68.35
12250,68.2
12263,68.36
12897,72.81
15076,72.69
15399,81.3
17996,81.9
18584,85.41
18703,84.63
18878,86.0
20178,86.42
469,88.77
1144,91.39
21694,23.93
3326,60.93
24316,23.12
5057,43.31
25490,13.47
5372,69.53
5875,77.24
8113,90.36
8202,90.84
8410,90.94
10052,90.61
10919,67.38
11329,67.56
11446,68.09
11507,68.27
17794,75.55
18094,86.14
19586,86.27
19713,85.75
21284,9.84
21688,18.98
22189,34.49
2820,38.0
22530,7.63
22801,23.3
3929,40.86
24256,14.97
5979,76.86
20392,84.77
7356,74.97
8656,90.29
9507,90.59
13239,68.29
13863,72.75
14128,69.33
15569,81.0
15981,80.72
19227,86.38
19913,86.42
21526,22.7
2169,94.67
2476,53.76
22405,18.17
23714,33.5
4494,62.7
24185,24.0
24513,16.92
5401,75.36
8720,90.22
10347,68.39
10803,65.41
11412,68.05
14847,69.8
15080,72.68
16222,81.07
20064,86.34
618,72.28
650,93.47
21471,9.13
1445,74.16
1710,94.63
1978,91.83
2777,55.69
3702,55.33
4219,39.86
6798,77.19
8165,90.84
12771,72.85
13148,71.98
13693,71.95
13882,71.87
13899,72.88
14201,72.72
15878,81.7
16641,81.62
18255,86.2
19099,85.94
20781,33.38
21066,15.1
1472,93.33
21953,14.6
3791,56.69
23848,17.54
24182,18.78
5058,61.9
5632,77.17
7923,90.84
8288,90.78
9491,90.59
11448,68.33
11979,67.94
12530,67.78
15180,72.03
15243,72.77
15630,81.11
16356,81.41
16990,80.26
17335,77.1
17505,81.57
19415,66.56
23675,12.25
23839,16.16
4978,71.38
5507,77.35
5989,76.5
11638,68.46
14724,72.67
15150,72.82
15264,72.29
15749,81.48
16197,81.36
16543,81.81
17766,81.91
18213,85.29
19480,65.72
19565,86.12
19833,86.22
922,93.86
1008,90.09
1721,75.47
2593,43.41
3501,54.84
3543,60.17
5634,77.18
7058,77.23
7116,77.25
7377,77.21
7796,89.87
8350,90.44
20435,81.97
8534,90.91
8776,82.6
13443,70.43
18879,86.17
19008,85.16
19572,84.35
21454,33.77
2359,88.99
2461,54.77
22594,8.92
24502,15.15
6711,77.32
7320,73.58
9599,90.93
9682,90.46
12835,72.61
17032,81.7
20909,11.27
1708,85.16
2358,90.28
3262,60.05
3291,60.72
3672,36.41
3825,32.69
4088,54.88
24093,17.15
24561,15.78
4871,73.33
25414,30.19
7170,75.72
9392,90.94
10510,67.92
12778,72.22
13318,66.12
13985,72.39
14045,72.52
15253,72.58
17379,79.43
17449,81.44
19337,85.67
19551,86.19
20271,85.06
21194,7.58
23312,23.13
23450,16.87
23885,13.29
24458,26.59
4787,34.1
5878,77.44
7158,77.14
8408,90.73
8626,90.78
8735,90.72
12384,68.36
12405,67.88
13063,72.59
13631,71.81
14492,72.71
14500,72.71
15771,80.38
16319,81.76
1488,93.91
22248,17.93
22626,21.57
23798,24.47
24197,12.62
24596,15.1
5699,77.36
6329,76.95
9240,88.62
9675,89.39
9775,90.24
15516,81.89
16486,81.88
19288,86.27
19485,86.34
19748,85.69
893,94.81
1341,91.56
22323,13.1
3037,26.41
23521,18.44
4727,23.06
25158,23.88
9651,88.56
10003,89.31
11275,67.67
12985,72.88
13303,71.14
20600,63.34
14136,71.88
15093,72.84
17616,81.91
17818,80.97
18568,85.91
21303,10.47
2119,76.39
2595,29.56
22509,7.85
23087,18.9
23206,21.13
4506,25.27
5223,51.66
5441,76.05
5784,77.02
7841,90.63
8247,90.68
8299,90.86
10658,68.38
13587,72.93
13925,72.22
15246,71.46
15695,58.61
16104,79.95
16165,68.22
16328,81.36
19840,86.38
466,54.95
486,80.86
1855,94.08
2567,62.53
5855,77.42
5858,77.44
6351,77.31
8371,90.75
8386,87.75
14010,72.36
14085,70.4
15125,72.7
17952,81.71
21438,7.8
22643,11.31
3406,61.16
3635,61.77
4770,40.92
4918,71.28
24940,19.0
25583,32.72
8374,90.84
10417,67.97
13575,72.69
14258,72.91
16378,79.69
17343,81.78
19035,85.53
508,63.72
21247,17.7
21402,14.87
1657,93.28
2413,61.99
23663,14.97
24936,13.45
25037,22.22
25621,21.13
5534,77.11
7597,89.9
20466,53.31
10444,68.35
10857,67.92
11162,67.28
15023,70.8
15786,81.35
18799,85.94
1702,90.88
21736,51.74
21760,8.08
21873,35.62
25164,16.69
5973,77.42
7600,89.61
11421,67.94
11497,68.44
12535,65.27
13273,72.62
13719,72.75
14636,72.88
15410,81.12
15964,81.85
20322,86.26
20795,47.39
20850,20.36
2194,87.56
3138,44.87
23757,17.72
4909,52.41
5000,47.94
5535,76.95
7027,76.79
9026,90.83
10279,67.08
10735,68.12
11042,67.47
12073,68.36
14195,71.48
14478,71.11
14509,72.36
20060,83.56
20109,86.16
645,52.49
1715,93.58
2124,80.53
2433,50.85
3094,51.77
3176,58.27
3300,62.8
23026,19.62
3826,40.48
7511,90.34
10097,59.1
10440,68.3
10791,68.43
11102,67.58
13215,72.65
20604,62.41
18297,86.0
19275,86.06
21233,11.7
1330,93.0
22422,9.62
22452,8.09
24879,13.56
24912,17.97
24971,14.91
25401,32.05
5491,77.34
6320,77.39
11422,68.23
11440,68.05
16615,81.03
17565,81.63
17974,81.47
18828,84.86
19824,86.31
20115,85.61
1074,88.88
2460,50.73
2969,58.98
22389,8.28
3814,60.24
24010,32.33
4706,57.56
24595,29.56
5007,37.47
6583,76.33
7290,77.43
9439,90.47
10428,68.27
12977,72.82
15068,72.41
16975,81.64
17436,80.06
18806,85.57
19003,83.69
19442,84.22
20730,53.88
1527,50.83
22813,15.7
23131,41.52
4603,37.36
4774,62.46
24644,21.06
25057,14.75
5155,69.89
6952,77.41
7349,76.39
7643,90.75
9501,90.92
10595,68.25
14746,72.84
15505,80.22
16061,81.61
16753,81.64
19270,86.11
20071,86.36
20253,86.19
441,48.84
2956,51.73
23066,23.67
23084,22.29
25540,13.21
5809,76.86
9692,88.61
10245,68.12
14701,72.66
16374,81.9
16382,69.34
17017,81.71
17189,81.12
17756,81.47
19170,83.93
20715,44.7
20837,9.48
22094,18.47
22489,9.13
23277,15.77
23652,12.23
24038,41.97
24736,14.92
10141,68.33
10476,65.75
10974,68.2
11268,68.09
13400,72.43
13942,72.22
170,95.05
15738,81.65
181,95.08
15969,81.06
17867,81.76
19670,85.53
2083,85.2
3871,51.69
24622,13.55
5277,72.79
7494,90.59
7925,90.28
11307,66.96
13722,72.78
15955,81.64
17871,81.62
18159,86.43
19615,86.16
21223,16.47
698,76.39
2147,94.69
2552,50.86
23325,24.41
23984,22.32
24298,51.63
20374,82.38
6772,74.55
7774,90.14
9160,90.77
9370,90.64
9956,90.53
13673,72.28
13766,72.46
13808,71.94
15382,71.41
15708,81.87
18326,86.3
20797,49.62
20853,8.06
21393,9.52
906,94.53
25045,15.85
5859,76.2
7219,75.19
7871,90.81
63,95.43
10112,67.07
10345,68.42
11358,68.36
15531,81.86
16869,79.84
17014,81.72
17979,81.8
18565,85.61
22015,10.78
22613,7.87
24337,15.17
4889,64.34
8370,90.85
8464,90.26
9003,90.92
11157,62.69
12878,72.89
14210,72.96
14277,71.81
16106,81.0
16451,80.45
17678,81.88
18073,86.35
20063,86.28
816,83.62
21660,46.84
2471,61.44
22701,22.57
4354,49.07
4489,43.12
6198,77.31
7294,76.59
7481,90.71
7833,87.23
9127,90.78
12866,72.45
12901,72.69
17485,81.59
18035,80.98
20074,78.34
548,84.49
21340,16.25
2483,53.63
23092,19.65
4284,53.05
25274,17.22
5338,54.86
5475,77.39
5604,77.25
6459,73.56
7371,77.06
13439,72.52
13797,72.55
14590,72.72
212,94.78
1832,71.33
1861,91.01
21898,8.25
2509,33.23
3723,44.94
3940,58.65
23765,25.13
24210,14.56
4574,56.66
4831,57.87
7307,77.0
8114,90.59
10720,64.94
10792,68.09
10982,67.95
11214,68.38
12682,68.25
130,95.24
14584,72.43
16729,79.83
18308,83.61
2665,39.86
3794,41.82
3836,63.11
4166,48.46
24600,12.14
5089,71.92
25590,23.61
5826,76.97
5874,77.47
11417,67.67
13543,72.66
14591,72.72
15174,72.53
16026,81.41
16179,81.97
17364,81.94
18046,81.96
2282,83.53
2581,52.52
3023,53.47
3210,29.62
3367,29.7
4239,49.46
24599,22.44
25146,12.68
5579,77.06
5972,77.14
7309,76.35
9107,90.81
9842,90.39
10506,67.99
12541,68.12
16396,80.91
19172,85.45
20088,85.9
20262,85.87
1499,93.18
2554,43.59
23384,12.12
4142,52.52
4359,59.63
25495,27.07
5674,77.31
6736,77.39
7988,89.94
9722,90.45
11196,68.36
13143,72.89
13395,71.83
14530,72.92
15393,79.95
17080,80.64
18371,86.04
18517,66.92
1770,88.44
22058,19.16
23138,46.84
23366,14.74
23784,17.97
23924,16.19
4808,42.23
5044,43.16
7055,77.19
8406,90.85
9390,84.12
13293,68.8
13753,72.85
14769,72.71
18641,85.81
19272,86.25
19451,86.37
2049,94.56
2184,84.65
22347,16.13
2952,59.4
3812,62.91
4983,40.37
25415,12.53
9403,90.78
11790,68.16
20657,82.38
18305,85.84
18321,85.56
21124,9.45
21166,9.91
828,93.81
21743,24.32
22102,29.53
2929,62.06
22865,20.56
3256,58.7
22909,39.77
24880,28.27
25563,26.06
6296,76.4
6871,74.86
9139,90.3
11076,67.59
11246,44.06
11742,67.76
15488,81.33
15492,81.45
15812,81.1
16034,78.47
16243,81.61
18387,85.33
20700,49.29
1539,93.92
2502,47.62
2747,55.27
22491,8.78
25049,15.49
25603,17.29
7139,77.08
9528,90.0
10614,68.21
10627,68.34
11632,64.31
11939,67.8
14323,72.4
15342,72.78
15459,80.88
3141,51.77
3559,45.02
3829,53.57
4333,60.42
24799,20.92
25487,22.79
25555,17.88
25592,28.16
6604,77.42
7357,77.41
7556,90.82
7997,90.02
9025,90.81
12266,59.69
12964,72.36
13817,71.91
14304,72.5
14528,72.89
14762,71.58
1145,90.14
2607,29.09
22654,18.63
3243,52.37
3887,59.84
5134,72.58
8172,90.94
8554,90.67
10846,68.09
12029,68.4
156,95.34
17203,81.04
17244,81.57
17707,81.72
18439,86.3
20075,86.2
21782,7.84
21946,20.82
4201,62.09
24894,14.97
5116,60.3
25539,13.09
8590,90.36
9157,82.72
10648,68.03
11020,68.41
15156,71.69
16123,80.19
16391,81.34
17375,81.41
18846,85.81
349,94.53
21371,7.81
919,93.73
23204,18.59
4017,45.76
4353,41.02
25329,13.12
6738,77.34
6806,77.39
10511,67.76
11475,68.03
12335,66.44
13800,72.5
17861,81.5
19557,85.66
19623,86.06
19929,78.8
21478,13.12
22201,8.03
22861,24.75
4524,40.44
4707,59.29
5205,75.16
5263,68.5
5575,76.99
6059,68.66
